busco_id	helixer_seq	helixer_chrom_cm	helixer_chrom_int	helixer_start	helixer_end	helixer_busco_score	helixer_busco_length	gmb_overlapping	gmb_evidence	classification	refined_classification	note
21864at93133	_CM001197.1_001377.1	CM001197.1	2	519877	522253	604.3	430	ZTRITICI_02269.t2,ZTRITICI_02270.t1,ZTRITICI_02269.t2,ZTRITICI_02270.t1	StringTie,Scallop,StringTie,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_02269.t2:5p_dropped,ZTRITICI_02270.t1:5p_dropped,ZTRITICI_02269.t2:5p_dropped,ZTRITICI_02270.t1:5p_dropped
21872at93133	_CM001202.1_000975.1	CM001202.1	7	666126	667682	533.6	274	ZTRITICI_07536.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_07536.t1:3p_dropped
21886at93133	_CM001196.1_001328.1	CM001196.1	1	5450357	5451977	812.0	440	ZTRITICI_01918.t1,ZTRITICI_01919.t2	Scallop,StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_01918.t1:5p_dropped,ZTRITICI_01918.t1:3p_dropped,ZTRITICI_01919.t2:5p_dropped,ZTRITICI_01919.t2:3p_dropped
21911at93133	_CM001201.1_000502.1	CM001201.1	6	2411789	2413380	601.5	327	ZTRITICI_07209.t2,ZTRITICI_07230.t2,ZTRITICI_07243.t1,ZTRITICI_07244.t1	Scallop,Scallop,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:25171at93133,10190at93133
21922at93133	_CM001201.1_000642.1	CM001201.1	6	1558303	1559621	463.5	240	ZTRITICI_06968.t2,ZTRITICI_06971.t1	Scallop,Helixer,Scallop,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:20240at93133
21928at93133	_CM001196.1_000716.1	CM001196.1	1	3625457	3629301	1278.8	1104	ZTRITICI_01282.t2,ZTRITICI_01283.t1	Scallop,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
21950at93133	_CM001196.1_001570.1	CM001196.1	1	4290197	4293994	1333.4	968	ZTRITICI_01510.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_truncated	best_prot=99aa expected=968aa ratio=0.10
21962at93133	_CM001196.1_002031.1	CM001196.1	1	1973573	1976807	1118.0	553	ZTRITICI_00672.t2,ZTRITICI_00675.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:7185at93133
21963at93133	_CM001203.1_000747.1	CM001203.1	8	820506	821577	342.1	184	ZTRITICI_08847.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=188aa expected=184aa ratio=1.02
21965at93133	_CM001196.1_001113.1	CM001196.1	1	5492473	5494430	652.4	571	ZTRITICI_01930.t2,ZTRITICI_01933.t1,ZTRITICI_01934.t1,ZTRITICI_01936.t2	StringTie,StringTie,StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_01933.t1:3p_dropped
21999at93133	_CM001196.1_000513.1	CM001196.1	1	2643153	2644598	468.1	235	ZTRITICI_00936.t2,ZTRITICI_00939.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:22499at93133
22022at93133	_CM001196.1_002310.1	CM001196.1	1	629651	632472	1441.0	723	ZTRITICI_00198.t1,ZTRITICI_00198.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=750aa expected=723aa ratio=1.04
22024at93133	_CM001207.1_000316.1	CM001207.1	12	1237161	1240023	948.3	596	ZTRITICI_11637.t2,ZTRITICI_11638.t2,ZTRITICI_11642.t1,ZTRITICI_11637.t2,ZTRITICI_11638.t2,ZTRITICI_11642.t1	Scallop,Scallop,Helixer,StringTie,Scallop,Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:9582at93133,2750at93133
22054at93133	_CM001196.1_001510.1	CM001196.1	1	4589692	4590482	189.0	101	ZTRITICI_01605.t2,ZTRITICI_01605.t1,ZTRITICI_01606.t1,ZTRITICI_01605.t2,ZTRITICI_01606.t1	Scallop,Helixer,Helixer,StringTie,Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:7800at93133
22070at93133	_CM001206.1_000348.1	CM001206.1	11	1480132	1482467	951.0	573	ZTRITICI_11132.t1,ZTRITICI_11133.t2	Helixer,Scallop	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:26682at93133
22071at93133	_CM001205.1_000463.1	CM001205.1	10	987665	988677	425.0	221	ZTRITICI_10390.t2,ZTRITICI_10392.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:26707at93133
22082at93133	_CM001204.1_000391.1	CM001204.1	9	2089143	2090700	373.6	223	ZTRITICI_10013.t1,ZTRITICI_10013.t1	Scallop,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_10013.t1:3p_dropped,ZTRITICI_10013.t1:3p_dropped
22085at93133	_CM001205.1_000099.1	CM001205.1	10	479754	480690	354.7	208	ZTRITICI_10212.t1,ZTRITICI_10212.t2,ZTRITICI_10212.t1,ZTRITICI_10212.t2	StringTie,StringTie,StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
22099at93133	_CM001208.1_000307.1	CM001208.1	13	672372	674824	1058.0	714	.	.	Dropped_locus	Dropped_locus_no_model	No GMB mRNA at Helixer locus
22150at93133	_CM001196.1_001327.1	CM001196.1	1	5455921	5459191	1035.5	571	ZTRITICI_01919.t2,ZTRITICI_01920.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:6278at93133
22155at93133	_CM001206.1_000423.1	CM001206.1	11	1120513	1122861	1348.8	661	ZTRITICI_11014.t1,ZTRITICI_11014.t2	Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:574at93133
22181at93133	_CM001196.1_000483.1	CM001196.1	1	2509847	2512561	938.9	517	ZTRITICI_00880.t1,ZTRITICI_00880.t1	StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_00880.t1:5p_dropped,ZTRITICI_00880.t1:3p_dropped,ZTRITICI_00880.t1:5p_dropped,ZTRITICI_00880.t1:3p_dropped
221at93133	_CM001206.1_000553.1	CM001206.1	11	490844	492158	420.5	232	ZTRITICI_10783.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=239aa expected=232aa ratio=1.03
22202at93133	_CM001198.1_001335.1	CM001198.1	3	24157	26355	964.8	525	ZTRITICI_03427.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_03427.t1:5p_dropped,ZTRITICI_03427.t1:3p_dropped
22206at93133	_CM001196.1_002038.1	CM001196.1	1	1942267	1947153	676.1	382	ZTRITICI_00659.t1,ZTRITICI_00660.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=284aa expected=382aa ratio=0.74
22246at93133	_CM001197.1_000998.1	CM001197.1	2	2362489	2364580	435.1	359	ZTRITICI_02921.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=420aa expected=359aa ratio=1.17
22252at93133	_CM001203.1_000609.1	CM001203.1	8	1388062	1389778	307.2	235	ZTRITICI_09073.t1,ZTRITICI_09074.t1	Helixer,StringTie,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:28152at93133
22253at93133	_CM001197.1_001211.1	CM001197.1	2	1335938	1337005	382.4	223	ZTRITICI_02571.t2,ZTRITICI_02572.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:24831at93133,17029at93133
22254at93133	_CM001203.1_000588.1	CM001203.1	8	1471306	1474015	1334.9	672	ZTRITICI_09102.t2,ZTRITICI_09104.t1,ZTRITICI_09105.t1	Scallop,Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=690aa expected=672aa ratio=1.03
22280at93133	_CM001206.1_000576.1	CM001206.1	11	378028	379243	417.1	221	ZTRITICI_10735.t1,ZTRITICI_10736.t1	Helixer,Helixer,Scallop	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=224aa expected=221aa ratio=1.01
22298at93133	_CM001199.1_000391.1	CM001199.1	4	2169996	2171522	618.2	370	ZTRITICI_05295.t2,ZTRITICI_05302.t1,ZTRITICI_05295.t2,ZTRITICI_05302.t1,ZTRITICI_05303.t2	Scallop,StringTie,Scallop,StringTie,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_05302.t1:5p_dropped,ZTRITICI_05302.t1:3p_dropped,ZTRITICI_05302.t1:5p_dropped,ZTRITICI_05302.t1:3p_dropped
222at93133	_CM001196.1_001890.1	CM001196.1	1	2641086	2642618	790.0	401	ZTRITICI_00936.t2,ZTRITICI_00937.t1,ZTRITICI_00938.t1	Scallop,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:22499at93133
22343at93133	_CM001206.1_000410.1	CM001206.1	11	1178443	1179397	394.3	205	ZTRITICI_11017.t2,ZTRITICI_11030.t1,ZTRITICI_11031.t1	Scallop,Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:21480at93133,4397at93133
22360at93133	_CM001199.1_001020.1	CM001199.1	4	450777	451997	354.7	232	ZTRITICI_04754.t2,ZTRITICI_04756.t2,ZTRITICI_04756.t1	Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:3208at93133,9163at93133
22373at93133	_CM001197.1_001132.1	CM001197.1	2	1644497	1645935	570.4	298	ZTRITICI_02684.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=328aa expected=298aa ratio=1.10
22379at93133	_CM001197.1_001339.1	CM001197.1	2	738337	741976	1712.0	805	ZTRITICI_02344.t2,ZTRITICI_02345.t1,ZTRITICI_02345.t1	StringTie,Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:7952at93133
22393at93133	_CM001196.1_001999.1	CM001196.1	1	2124934	2127511	1329.7	735	ZTRITICI_00724.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
22419at93133	_CM001198.1_000720.1	CM001198.1	3	3194405	3196473	362.4	315	ZTRITICI_04517.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=363aa expected=315aa ratio=1.15
22451at93133	_CM001204.1_000504.1	CM001204.1	9	1324006	1326386	1000.6	469	ZTRITICI_09806.t2,ZTRITICI_09806.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:10580at93133
22472at93133	_CM001198.1_001064.1	CM001198.1	3	1476423	1477555	398.1	211	ZTRITICI_03872.t1,ZTRITICI_03882.t1,ZTRITICI_03883.t1	Helixer,StringTie,Helixer,StringTie,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:16052at93133
22489at93133	_CM001207.1_000395.1	CM001207.1	12	858370	862393	1599.6	947	ZTRITICI_11509.t1,ZTRITICI_11510.t1,ZTRITICI_11510.t1	Helixer,StringTie,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:24243at93133
22502at93133	_CM001208.1_000353.1	CM001208.1	13	498849	502191	1336.9	854	ZTRITICI_11909.t1,ZTRITICI_11909.t1	Scallop,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_11909.t1:5p_dropped,ZTRITICI_11909.t1:5p_dropped
22506at93133	_CM001198.1_000860.1	CM001198.1	3	2488249	2492581	1823.5	1003	ZTRITICI_04260.t2,ZTRITICI_04261.t1,ZTRITICI_04260.t2,ZTRITICI_04261.t1	Scallop,Helixer,StringTie,Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:2576at93133
22518at93133	_CM001196.1_002147.1	CM001196.1	1	1493608	1495382	497.6	304	ZTRITICI_00503.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_00503.t1:3p_dropped
22534at93133	_CM001197.1_000573.1	CM001197.1	2	3054263	3055238	250.3	132	ZTRITICI_03183.t1	Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_03183.t1:3p_dropped
22535at93133	_CM001197.1_000913.1	CM001197.1	2	2758686	2763531	1919.5	1004	ZTRITICI_03067.t1,ZTRITICI_03067.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=1061aa expected=1004aa ratio=1.06
22536at93133	_CM001197.1_000976.1	CM001197.1	2	2466835	2468046	358.1	205	ZTRITICI_02962.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=217aa expected=205aa ratio=1.06
22553at93133	_CM001196.1_001611.1	CM001196.1	1	4083042	4086300	1284.3	936	ZTRITICI_01432.t2,ZTRITICI_01437.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:3860at93133
22601at93133	_CM001205.1_000566.1	CM001205.1	10	469225	473951	2277.4	1304	ZTRITICI_10208.t1,ZTRITICI_10208.t1	Helixer,Scallop,StringTie,Helixer,Scallop,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=1348aa expected=1304aa ratio=1.03
22616at93133	_CM001200.1_000285.1	CM001200.1	5	1558062	1559969	824.7	511	ZTRITICI_06078.t2,ZTRITICI_06082.t1	StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_06082.t1:3p_dropped
22628at93133	_CM001198.1_001098.1	CM001198.1	3	1297601	1300879	1333.3	797	ZTRITICI_03813.t1,ZTRITICI_03813.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=885aa expected=797aa ratio=1.11
2264at93133	_CM001196.1_002290.1	CM001196.1	1	745653	747918	1103.3	510	ZTRITICI_00235.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=513aa expected=510aa ratio=1.01
22668at93133	_CM001199.1_000730.1	CM001199.1	4	2032504	2035276	1107.6	684	ZTRITICI_05254.t1,ZTRITICI_05255.t1	Helixer,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:15770at93133
22672at93133	_CM001196.1_001280.1	CM001196.1	1	5661113	5662193	374.4	224	ZTRITICI_01984.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_01984.t1:5p_dropped,ZTRITICI_01984.t1:3p_dropped
22677at93133	_CM001200.1_000364.1	CM001200.1	5	2016833	2018125	442.4	236	ZTRITICI_06231.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_06231.t1:5p_dropped
22693at93133	_CM001196.1_001268.1	CM001196.1	1	5741996	5744152	693.9	417	ZTRITICI_02012.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_truncated	best_prot=156aa expected=417aa ratio=0.37
22696at93133	_CM001196.1_001432.1	CM001196.1	1	4933045	4934768	516.4	371	ZTRITICI_01725.t2,ZTRITICI_01725.t1,ZTRITICI_01727.t2	Scallop,StringTie,Helixer,StringTie,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:19978at93133,7244at93133
22711at93133	_CM001196.1_000705.1	CM001196.1	1	3567887	3568999	478.0	279	ZTRITICI_01271.t1	StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_01271.t1:3p_dropped
22744at93133	_CM001205.1_000259.1	CM001205.1	10	1210686	1211814	324.0	228	ZTRITICI_10464.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
22748at93133	_CM001196.1_001685.1	CM001196.1	1	3663783	3665703	269.6	150	ZTRITICI_01282.t2,ZTRITICI_01293.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:24596at93133
22763at93133	_CM001204.1_000447.1	CM001204.1	9	1768766	1770059	525.5	245	ZTRITICI_09932.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=171aa expected=245aa ratio=0.70
22768at93133	_CM001200.1_000228.1	CM001200.1	5	1272909	1274196	397.6	203	ZTRITICI_05974.t2,ZTRITICI_05975.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_05975.t1:3p_dropped
22784at93133	_CM001197.1_000880.1	CM001197.1	2	2901311	2902334	252.2	115	ZTRITICI_03111.t2,ZTRITICI_03121.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:14913at93133
22796at93133	_CM001200.1_000536.1	CM001200.1	5	2654585	2657137	1135.2	756	ZTRITICI_06433.t2,ZTRITICI_06434.t2,ZTRITICI_06436.t1	Scallop,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:13286at93133,23557at93133
22805at93133	_CM001197.1_000839.1	CM001197.1	2	3055254	3056277	231.9	183	ZTRITICI_03183.t1	Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_03183.t1:3p_dropped
22815at93133	_CM001198.1_000065.1	CM001198.1	3	277172	281884	1580.6	1107	ZTRITICI_03512.t1,ZTRITICI_03512.t2,ZTRITICI_03512.t1,ZTRITICI_03512.t2	Scallop,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_03512.t1:5p_dropped,ZTRITICI_03512.t2:3p_dropped,ZTRITICI_03512.t1:5p_dropped,ZTRITICI_03512.t2:3p_dropped
22818at93133	_CM001196.1_000307.1	CM001196.1	1	1696073	1697234	482.4	257	ZTRITICI_00572.t2,ZTRITICI_00574.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:6710at93133
22841at93133	_CM001196.1_001715.1	CM001196.1	1	3507661	3510996	1605.9	845	ZTRITICI_01232.t2,ZTRITICI_01247.t1,ZTRITICI_01247.t2,ZTRITICI_01232.t2,ZTRITICI_01247.t1,ZTRITICI_01248.t2	Scallop,Scallop,StringTie,Helixer,Scallop,Scallop,StringTie,Scallop	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:17612at93133,11914at93133
22855at93133	_CM001197.1_000689.1	CM001197.1	2	3791248	3792473	571.9	267	ZTRITICI_03418.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_03418.t1:5p_dropped
22871at93133	_CM001204.1_000346.1	CM001204.1	9	1800807	1801988	457.1	229	ZTRITICI_09935.t2,ZTRITICI_09943.t2,ZTRITICI_09944.t1	Scallop,Scallop,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_09935.t2:3p_dropped,ZTRITICI_09944.t1:5p_dropped
22877at93133	_CM001199.1_000717.1	CM001199.1	4	2102456	2103987	676.3	350	ZTRITICI_05268.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=370aa expected=350aa ratio=1.06
22890at93133	_CM001206.1_000457.1	CM001206.1	11	911114	913336	909.6	467	ZTRITICI_10950.t2,ZTRITICI_10951.t1,ZTRITICI_10951.t2	Scallop,Scallop,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
22924at93133	_CM001200.1_000652.1	CM001200.1	5	1950587	1953040	1391.1	615	ZTRITICI_06212.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=616aa expected=615aa ratio=1.00
22927at93133	_CM001199.1_000998.1	CM001199.1	4	582360	585045	968.9	529	ZTRITICI_04794.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=654aa expected=529aa ratio=1.24
22944at93133	_CM001196.1_000976.1	CM001196.1	1	4830181	4833817	1614.5	971	ZTRITICI_01706.t1,ZTRITICI_01706.t2	Scallop,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_01706.t1:3p_dropped
22953at93133	_CM001199.1_000899.1	CM001199.1	4	1060879	1063067	664.3	362	ZTRITICI_04962.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=383aa expected=362aa ratio=1.06
22981at93133	_CM001198.1_001325.1	CM001198.1	3	44698	47343	533.4	539	ZTRITICI_03433.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=630aa expected=539aa ratio=1.17
23006at93133	_CM001197.1_000828.1	CM001197.1	2	3105822	3108772	978.2	569	ZTRITICI_03200.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=865aa expected=569aa ratio=1.52
23029at93133	_CM001199.1_000239.1	CM001199.1	4	1355274	1357979	1001.0	565	ZTRITICI_05046.t1	Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_05046.t1:5p_dropped,ZTRITICI_05046.t1:3p_dropped
23040at93133	_CM001196.1_001536.1	CM001196.1	1	4463981	4465515	578.9	352	ZTRITICI_01569.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
23054at93133	_CM001199.1_000600.1	CM001199.1	4	2528191	2532008	1202.9	674	ZTRITICI_05424.t1,ZTRITICI_05424.t2,ZTRITICI_05424.t1,ZTRITICI_05424.t2	Scallop,Scallop,Scallop,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_05424.t1:5p_dropped,ZTRITICI_05424.t1:5p_dropped
23070at93133	_CM001197.1_000082.1	CM001197.1	2	468755	471519	1203.6	747	.	.	Dropped_locus	Dropped_locus_no_model	No GMB mRNA at Helixer locus
23081at93133	_CM001197.1_000469.1	CM001197.1	2	2524572	2527287	1163.6	741	ZTRITICI_02973.t1	StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_02973.t1:3p_dropped
23082at93133	_CM001204.1_000670.1	CM001204.1	9	455995	458906	237.9	279	ZTRITICI_09504.t2,ZTRITICI_09505.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:18567at93133
23084at93133	_CM001197.1_000930.1	CM001197.1	2	2676671	2678357	625.6	303	ZTRITICI_03033.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_03033.t1:5p_dropped,ZTRITICI_03033.t1:3p_dropped
23133at93133	_CM001200.1_000261.1	CM001200.1	5	1466276	1468229	971.1	509	ZTRITICI_06039.t1,ZTRITICI_06040.t1	Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:6764at93133
23147at93133	_CM001196.1_001048.1	CM001196.1	1	5152390	5155441	1585.0	816	.	.	Dropped_locus	Dropped_locus_no_model	No GMB mRNA at Helixer locus
23156at93133	_CM001198.1_000713.1	CM001198.1	3	3228371	3231123	1181.7	676	ZTRITICI_04521.t2,ZTRITICI_04521.t1,ZTRITICI_04527.t2,ZTRITICI_04531.t1,ZTRITICI_04521.t2,ZTRITICI_04521.t1,ZTRITICI_04527.t2,ZTRITICI_04531.t1	StringTie,Scallop,Scallop,Helixer,Scallop,StringTie,Scallop,Scallop,Helixer,Scallop	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:13348at93133
23169at93133	_CM001208.1_000091.1	CM001208.1	13	432619	435509	604.0	646	ZTRITICI_11886.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_11886.t1:3p_dropped
23213at93133	_CM001199.1_000601.1	CM001199.1	4	2526344	2527583	481.5	288	ZTRITICI_05424.t1,ZTRITICI_05424.t2	Scallop,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_05424.t1:5p_dropped
23216at93133	_CM001202.1_000060.1	CM001202.1	7	307581	309553	471.8	273	ZTRITICI_07401.t1,ZTRITICI_07402.t2	Scallop,StringTie,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
23313at93133	_CM001200.1_000973.1	CM001200.1	5	413382	415148	661.7	321	ZTRITICI_05690.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=326aa expected=321aa ratio=1.02
2331at93133	_CM001203.1_000543.1	CM001203.1	8	1681671	1683403	759.3	386	ZTRITICI_09176.t1,ZTRITICI_09163.t2,ZTRITICI_09169.t2,ZTRITICI_09166.t1	Scallop,Scallop,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:5815at93133,11566at93133
23320at93133	_CM001197.1_000137.1	CM001197.1	2	701495	703777	1086.0	528	ZTRITICI_02332.t1,ZTRITICI_02332.t2	StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_02332.t1:3p_dropped,ZTRITICI_02332.t2:3p_dropped
23344at93133	_CM001200.1_000879.1	CM001200.1	5	817032	818161	345.2	233	ZTRITICI_05826.t2,ZTRITICI_05826.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:15774at93133
23346at93133	_CM001196.1_001985.1	CM001196.1	1	2198659	2201198	942.3	561	ZTRITICI_00748.t2,ZTRITICI_00752.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:7453at93133
23356at93133	_CM001200.1_000812.1	CM001200.1	5	1199279	1200379	273.5	149	ZTRITICI_05945.t1,ZTRITICI_05946.t1,ZTRITICI_05946.t1	Helixer,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:552at93133
23372at93133	_CM001203.1_000834.1	CM001203.1	8	240495	242562	1013.4	497	ZTRITICI_08668.t1,ZTRITICI_08669.t1	Helixer,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:3177at93133
23373at93133	_CM001199.1_000884.1	CM001199.1	4	1145971	1147428	658.1	389	ZTRITICI_04967.t2,ZTRITICI_04978.t2,ZTRITICI_04980.t2,ZTRITICI_04982.t1	Scallop,Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:23440at93133,8467at93133
